function_id;module;function_name;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;cats;label_name;flops;
4133;python3.9;insertdict;pycore_pystate.h:55-55,object.c:2205-2209,object.h:128-128,object.h:408-408,object.h:422-422,object.h:496-496,typeobject.c:3764-3764,pycore_object.h:39-39,pycore_object.h:46-51,pycore_object.h:112-114,dictobject.c:377-382,dictobject.c:1040-1040,dictobject.c:1050-1050,dictobject.c:1056-1121,dictobject.c:1132-1132;0.22;0.05;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";insertdict;;
1518;libc10.so;c10::TensorImpl::TensorImpl(c10::Storage&&, c10::DispatchKeySet, caffe2::TypeMeta, std::optional<c10::Device>);;0.22;0.05;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1010TensorImplC1EONS_7StorageENS_14DispatchKeySetEN6caffe28TypeMetaESt8optionalINS_6DeviceEE;;
4119;python3.9;unicode_dealloc;unicodeobject.c:1937-1938,unicodeobject.c:1946-1946,unicodeobject.c:1961-1972,obmalloc.c:127-127,obmalloc.c:595-595,obmalloc.c:709-709,obmalloc.c:1420-1422,obmalloc.c:1679-1686,obmalloc.c:1692-1708,obmalloc.c:1715-1719,obmalloc.c:1738-1738,obmalloc.c:1749-1749,obmalloc.c:1756-1756,obmalloc.c:1762-1762,obmalloc.c:1768-1780,obmalloc.c:1786-1793,obmalloc.c:1807-1811,obmalloc.c:1825-1842,obmalloc.c:1865-1865,obmalloc.c:1878-1883,obmalloc.c:1897-1897,obmalloc.c:1923-1923,object.h:133-133,dictobject.c:1628-1635;0.22;0.05;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";unicode_dealloc;;
107433;libtorch_cpu.so;c10::DispatchKeySet::DispatchKeySet(c10::DispatchKey);;0.2;0.04;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1014DispatchKeySetC1ENS_11DispatchKeyE;;
1422;libc10.so;c10::SymInt::maybe_as_int() const;;0.2;0.04;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNK3c106SymInt12maybe_as_intEv;;
108531;libtorch_cpu.so;at::get_overlap_status(c10::TensorImpl const*, c10::TensorImpl const*);;0.2;0.04;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at18get_overlap_statusEPKN3c1010TensorImplES3_;;
29682;libtorch_python.so;torch::FunctionParameter::check(_object*, std::vector<_object*, std::allocator<_object*> >&, int, long*);;0.2;0.04;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch17FunctionParameter5checkEP7_objectRSt6vectorIS2_SaIS2_EEiPl;;
15481;libtorch_python.so;c10::intrusive_ptr<c10::TensorImpl, c10::UndefinedTensorImpl>::reset_();;0.2;0.04;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1013intrusive_ptrINS_10TensorImplENS_19UndefinedTensorImplEE6reset_Ev;;
4342;python3.9;PyObject_IsInstance;pycore_pystate.h:55-55,abstract.c:2496-2516,abstract.c:2522-2539,abstract.c:2555-2558,object.h:128-128,object.h:422-422,object.h:430-430,pycore_ceval.h:73-73,pycore_ceval.h:83-83,pycore_ceval.h:94-94;0.2;0.04;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyObject_IsInstance;;
4277;python3.9;_PyObject_LookupSpecial;unicodeobject.c:2305-2316,pycore_pystate.h:55-55,classobject.c:105-114,_functoolsmodule.c:1259-1259,object.h:408-408,object.h:422-422,object.h:430-430,typeobject.c:1460-1472,typeobject.c:3251-3260,typeobject.c:3268-3270,typeobject.c:3286-3289,typeobject.c:3298-3298,typeobject.c:3309-3309,pycore_object.h:39-39,pycore_object.h:46-51;0.2;0.04;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";_PyObject_LookupSpecial;;
112397;libtorch_cpu.so;at::getStepCallbacksUnlessEmpty(at::RecordScope);;0.2;0.04;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at27getStepCallbacksUnlessEmptyENS_11RecordScopeE;;
118684;libtorch_cpu.so;at::native::clone(at::Tensor const&, std::optional<c10::MemoryFormat>);;0.2;0.04;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6native5cloneERKNS_6TensorESt8optionalIN3c1012MemoryFormatEE;;
118434;libtorch_cpu.so;at::native::_to_copy(at::Tensor const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>, bool, std::optional<c10::MemoryFormat>);;0.2;0.04;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6native8_to_copyERKNS_6TensorESt8optionalIN3c1010ScalarTypeEES4_INS5_6LayoutEES4_INS5_6DeviceEES4_IbEbS4_INS5_12MemoryFormatEE;;
4352;python3.9;PyUnicode_FromFormatV;unicodeobject.c:676-678,unicodeobject.c:686-703,unicodeobject.c:1702-1702,unicodeobject.c:2698-2703,unicodeobject.c:2709-2727,unicodeobject.c:2740-2753,unicodeobject.c:2773-2816,unicodeobject.c:2822-2854,unicodeobject.c:2868-2923,unicodeobject.c:2932-2938,unicodeobject.c:2946-2946,unicodeobject.c:2954-2954,unicodeobject.c:2962-2965,unicodeobject.c:2972-2981,unicodeobject.c:2989-2995,unicodeobject.c:3005-3011,unicodeobject.c:3021-3027,unicodeobject.c:3036-3036,unicodeobject.c:3045-3052,unicodeobject.c:3058-3058,unicodeobject.c:3064-3073,unicodeobject.c:3080-3101,unicodeobject.c:3109-3111,unicodeobject.c:5182-5182,unicodeobject.c:13940-13940,unicodeobject.c:14082-14100,unicodeobject.c:14143-14165,unicodeobject.c:14172-14177,unicodeobject.c:14185-14185,unicodeobject.c:14195-14196,unicodeobject.c:14218-14234,stdio2.h:34-34,object.c:2205-2209,string3.h:52-52,string3.h:85-85,object.h:408-409,object.h:422-422,object.h:430-430;0.2;0.04;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyUnicode_FromFormatV;;
4084;python3.9;take_gil;pycore_runtime.h:133-133,thread_pthread.h:132-136,thread_pthread.h:171-171,ceval.c:149-149,ceval.c:163-165,ceval_gil.h:212-217,ceval_gil.h:228-229,ceval_gil.h:236-255,ceval_gil.h:265-285,ceval_gil.h:299-300,ceval_gil.h:312-319,condvar.h:73-77;0.2;0.04;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";take_gil;;
264808;libtorch_cpu.so;void c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, float)#1}, at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(at::vec::AVX2::Vectorized<float>, at::vec)#2}> >(long, char**, long const*, long, long);;0.18;0.04;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1012function_refIFvPPcPKlllEE11callback_fnIN2at6native4AVX216VectorizedLoop2dIZZZNS9_12_GLOBAL__N_110add_kernelERNS8_18TensorIteratorBaseERKNS_6ScalarEENKUlvE_clEvENKUlvE5_clEvEUlffE_ZZZNSC_10add_kernelESE_SH_ENKSI_clEvENKSJ_clEvEUlNS8_3vec4AVX210VectorizedIfEESO_E0_EEEEvlS2_S4_ll;;
4107;python3.9;PyDict_SetDefault;eq.h:17-24,object.c:768-769,object.c:775-779,object.h:128-128,object.h:408-408,object.h:628-628,typeobject.c:3764-3764,pycore_object.h:112-114,dictobject.c:344-353,dictobject.c:360-360,dictobject.c:377-382,dictobject.c:393-393,dictobject.c:837-864,dictobject.c:1040-1040,dictobject.c:2919-2936,dictobject.c:2942-2951,dictobject.c:2960-2990,dictobject.c:3003-3003;0.18;0.04;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyDict_SetDefault;;
4582;python3.9;object_isinstance;unicodeobject.c:2305-2316,pycore_pystate.h:55-55,object.c:908-908,object.c:916-927,object.c:942-948,object.c:956-958,abstract.c:2454-2470,abstract.c:2488-2488,object.h:128-128,object.h:422-422,object.h:628-628,typeobject.c:1412-1415,typeobject.c:1425-1433;0.18;0.04;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";object_isinstance;;
107636;libtorch_cpu.so;at::TensorBase at::detail::_empty_generic<long>(c10::ArrayRef<long>, c10::Allocator*, c10::DispatchKeySet, c10::ScalarType, std::optional<c10::MemoryFormat>);;0.18;0.04;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6detail14_empty_genericIlEENS_10TensorBaseEN3c108ArrayRefIT_EEPNS3_9AllocatorENS3_14DispatchKeySetENS3_10ScalarTypeESt8optionalINS3_12MemoryFormatEE;;
21791;libtorch_python.so;THPVariable_subclass_dealloc(_object*);;0.18;0.04;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_Z28THPVariable_subclass_deallocP7_object;;
4297;python3.9;method_get;pycore_pystate.h:55-55,gcmodule.c:1394-1402,gcmodule.c:1439-1442,gcmodule.c:2256-2260,gcmodule.c:2269-2287,gcmodule.c:2306-2306,objimpl.h:69-69,descrobject.c:77-77,descrobject.c:133-143,descrobject.c:154-154,object.c:1824-1824,obmalloc.c:99-99,obmalloc.c:572-572,obmalloc.c:685-685,obmalloc.c:1434-1438,obmalloc.c:1445-1447,obmalloc.c:1604-1621,obmalloc.c:1630-1630,obmalloc.c:1641-1647,methodobject.c:48-48,methodobject.c:55-55,methodobject.c:61-67,methodobject.c:107-113,object.h:128-138,object.h:408-409,object.h:630-630,object.h:636-636,typeobject.c:1412-1415,typeobject.c:1425-1433,pycore_object.h:46-51;0.18;0.04;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";method_get;;
241855;libtorch_cpu.so;torch::autograd::DifferentiableViewMeta::DifferentiableViewMeta(c10::TensorImpl*, std::optional<torch::autograd::ViewInfo>, std::optional<torch::autograd::ViewInfo>, bool, torch::autograd::CreationMeta);;0.15;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd22DifferentiableViewMetaC1EPN3c1010TensorImplESt8optionalINS0_8ViewInfoEES7_bNS0_12CreationMetaE;;
19854;libtorch_python.so;torch::PyWarningHandler::PyWarningHandler();;0.15;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch16PyWarningHandlerC1Ev;;
17933;libtorch_python.so;torch::autograd::THPVariable_clone(_object*, _object*, _object*);;0.15;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autogradL17THPVariable_cloneEP7_objectS2_S2_;;
15528;libtorch_python.so;std::_Hashtable<std::type_index, std::pair<std::type_index const, pybind11::detail::type_info*>, std::allocator<std::pair<std::type_index const, pybind11::detail::type_info*> >, std::__detail::_Select1st, std::equal_to<std::type_index>, std::hash<std::type_index>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_before_node(unsigned long, std::type_index const&, unsigned long) const;;0.15;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNKSt10_HashtableISt10type_indexSt4pairIKS0_PN8pybind116detail9type_infoEESaIS7_ENSt8__detail10_Select1stESt8equal_toIS0_ESt4hashIS0_ENS9_18_Mod_range_hashingENS9_20_Default_ranged_hashENS9_20_Prime_rehash_policyENS9_17_Hashtable_traitsILb0ELb0ELb1EEEE19_M_find_before_nodeEmRS2_m;;
1557;libc10.so;c10::intrusive_ptr<c10::VariableVersion::VersionCounter, c10::detail::intrusive_target_default_null_type<c10::VariableVersion::VersionCounter> >::reset_();;0.15;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1013intrusive_ptrINS_15VariableVersion14VersionCounterENS_6detail34intrusive_target_default_null_typeIS2_EEE6reset_Ev;;
1552;libc10.so;c10::intrusive_ptr<c10::StorageImpl, c10::detail::intrusive_target_default_null_type<c10::StorageImpl> >::reset_();;0.15;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1013intrusive_ptrINS_11StorageImplENS_6detail34intrusive_target_default_null_typeIS1_EEE6reset_Ev;;
1489;libc10.so;c10::TensorImpl::_fw_grad(unsigned long, at::TensorBase const&) const;;0.15;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNK3c1010TensorImpl8_fw_gradEmRKN2at10TensorBaseE;;
1464;libc10.so;c10::TensorImpl::has_storage() const;;0.15;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNK3c1010TensorImpl11has_storageEv;;
21773;libtorch_python.so;isResurrectable(THPVariable*);;0.15;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_Z15isResurrectableP11THPVariable;;
315809;libtorch_cpu.so;mkl_blas_avx512_sgemm_scopy_right48_ea;;0.15;0.03;;;;;;;"0,0,0,100,0,0,0,0,0,0,0";mkl_blas_avx512_sgemm_scopy_right48_ea;;
128635;libtorch_cpu.so;at::_ops::to_dtype::call(at::Tensor const&, c10::ScalarType, bool, bool, std::optional<c10::MemoryFormat>);;0.15;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at4_ops8to_dtype4callERKNS_6TensorEN3c1010ScalarTypeEbbSt8optionalINS5_12MemoryFormatEE;;
124968;libtorch_cpu.so;at::_ops::_to_copy::redispatch(c10::DispatchKeySet, at::Tensor const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>, bool, std::optional<c10::MemoryFormat>);;0.15;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at4_ops8_to_copy10redispatchEN3c1014DispatchKeySetERKNS_6TensorESt8optionalINS2_10ScalarTypeEES7_INS2_6LayoutEES7_INS2_6DeviceEES7_IbEbS7_INS2_12MemoryFormatEE;;
112963;libtorch_cpu.so;c10::impl::OperatorEntry::updateDispatchTableEntry_(c10::Dispatcher const&, c10::DispatchKey);;0.15;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c104impl13OperatorEntry25updateDispatchTableEntry_ERKNS_10DispatcherENS_11DispatchKeyE;;
107634;libtorch_cpu.so;at::TensorBase at::detail::_empty_strided_generic<c10::ArrayRef<long> >(c10::ArrayRef<long>, c10::ArrayRef<long>, c10::Allocator*, c10::DispatchKeySet, c10::ScalarType);;0.15;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6detail22_empty_strided_genericIN3c108ArrayRefIlEEEENS_10TensorBaseET_S6_PNS2_9AllocatorENS2_14DispatchKeySetENS2_10ScalarTypeE;;
29685;libtorch_python.so;torch::PythonArgParser::raw_parse(_object*, _object*, _object*, _object**);;0.15;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch15PythonArgParser9raw_parseEP7_objectS2_S2_PS2_;;
4433;python3.9;subtype_dealloc;pycore_pystate.h:55-55,gcmodule.c:2241-2241,weakrefobject.c:972-973,weakrefobject.c:980-998,weakrefobject.c:1007-1034,weakrefobject.c:1040-1040,object.c:1033-1049,object.c:2125-2131,object.c:2139-2141,object.c:2205-2210,obmalloc.c:127-127,obmalloc.c:595-595,obmalloc.c:709-709,obmalloc.c:1420-1422,obmalloc.c:1679-1686,obmalloc.c:1692-1708,obmalloc.c:1715-1719,obmalloc.c:1738-1738,obmalloc.c:1749-1749,obmalloc.c:1756-1756,obmalloc.c:1762-1762,obmalloc.c:1768-1780,obmalloc.c:1786-1793,obmalloc.c:1807-1811,obmalloc.c:1825-1842,obmalloc.c:1865-1865,obmalloc.c:1878-1883,obmalloc.c:1897-1897,obmalloc.c:1923-1923,object.h:408-408,object.h:422-422,object.h:430-430,typeobject.c:1153-1159,typeobject.c:1198-1198,typeobject.c:1204-1209,typeobject.c:1215-1219,typeobject.c:1228-1243,typeobject.c:1249-1249,typeobject.c:1262-1275,typeobject.c:1290-1293,typeobject.c:1302-1311,typeobject.c:1318-1332,typeobject.c:1338-1343,typeobject.c:1350-1353,typeobject.c:1359-1364,typeobject.c:1402-1402,typeobject.c:3951-3951,pycore_object.h:39-39,pycore_object.h:46-52,pycore_object.h:74-79,pycore_object.h:98-99,pycore_object.h:105-105;0.15;0.03;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";subtype_dealloc;;
4158;python3.9;PyDict_GetItem;pycore_pystate.h:55-55,eq.h:17-24,object.h:628-628,dictobject.c:344-353,dictobject.c:360-360,dictobject.c:880-906,dictobject.c:1383-1383,dictobject.c:1390-1397,dictobject.c:1408-1426;0.15;0.03;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyDict_GetItem;;
4112;python3.9;siphash24;string3.h:52-52,pyhash.c:373-419;0.15;0.03;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";siphash24;;
675;libc.so.6;__pthread_getspecific;;0.15;0.03;;;;;;;"0,0,0,0,0,100,0,0,0,0,0";__pthread_getspecific;;
112948;libtorch_cpu.so;c10::impl::OperatorEntry::getKernelForDispatchKey(c10::DispatchKey) const;;0.13;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZNK3c104impl13OperatorEntry23getKernelForDispatchKeyENS_11DispatchKeyE;;
108806;libtorch_cpu.so;c10::computeDispatchKey(std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>);;0.13;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1018computeDispatchKeyESt8optionalINS_10ScalarTypeEES0_INS_6LayoutEES0_INS_6DeviceEE;;
-1;kernel;__rmqueue_pcplist;;0.13;0.03;;;;;;;"0,0,0,0,100,0,0,0,0,0,0";__rmqueue_pcplist;;
1800;libc10.so;c10::WarningUtils::get_warning_handler();;0.13;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1012WarningUtils19get_warning_handlerEv;;
1615;libc10.so;c10::impl::HermeticPyObjectTLS::get_tls_state();;0.13;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c104impl19HermeticPyObjectTLS13get_tls_stateEv;;
325216;libtorch_cpu.so;mkl_blas_avx512_sgemm_kernel_0;;0.13;0.03;;;;;;;"0,0,0,100,0,0,0,0,0,0,0";mkl_blas_avx512_sgemm_kernel_0;;
272892;libtorch_cpu.so;at::native::(anonymous namespace)::_vec_log_softmax_lastdim<float>(float const*, float*, long, long)::{lambda(long, long)#1}::operator()(long, long) const;;0.13;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZZN2at6native12_GLOBAL__N_124_vec_log_softmax_lastdimIfEEvPKT_PS3_llENKUlllE_clEll;;
125350;libtorch_cpu.so;at::_ops::lift_fresh::call(at::Tensor const&);;0.13;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at4_ops10lift_fresh4callERKNS_6TensorE;;
118968;libtorch_cpu.so;at::Tensor at::native::alias_with_sizes_and_strides<c10::SmallVector<long, 5u> >(at::Tensor const&, c10::SmallVector<long, 5u> const&, c10::SmallVector<long, 5u> const&);;0.13;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6native28alias_with_sizes_and_stridesIN3c1011SmallVectorIlLj5EEEEENS_6TensorERKS5_RKT_SA_;;
118950;libtorch_cpu.so;void at::native::setStrided<long>(at::Tensor const&, c10::ArrayRef<long>, c10::ArrayRef<long>, long);;0.13;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6native10setStridedIlEEvRKNS_6TensorEN3c108ArrayRefIT_EES8_S7_;;
118915;libtorch_cpu.so;at::native::view(at::Tensor const&, c10::ArrayRef<long>);;0.13;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6native4viewERKNS_6TensorEN3c108ArrayRefIlEE;;
108897;libtorch_cpu.so;at::OperandInfo::tensor(c10::MaybeOwned<at::TensorBase>&&);;0.13;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at11OperandInfo6tensorEON3c1010MaybeOwnedINS_10TensorBaseEEE;;
108895;libtorch_cpu.so;at::TensorIteratorBase::allocate_or_resize_outputs();;0.13;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at18TensorIteratorBase26allocate_or_resize_outputsEv;;
108875;libtorch_cpu.so;at::TensorIteratorBase::compute_strides(at::TensorIteratorConfig const&);;0.13;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at18TensorIteratorBase15compute_stridesERKNS_20TensorIteratorConfigE;;
108717;libtorch_cpu.so;at::impl::PythonTorchFunctionTLS::get_disabled_state();;0.13;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at4impl22PythonTorchFunctionTLS18get_disabled_stateEv;;
107623;libtorch_cpu.so;c10::TensorImpl::set_sizes_and_strides(c10::ArrayRef<long>, c10::ArrayRef<long>, std::optional<long>);;0.13;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1010TensorImpl21set_sizes_and_stridesENS_8ArrayRefIlEES2_St8optionalIlE;;
21851;libtorch_python.so;torch::autograd::THPVariable_getitem(_object*, _object*);;0.13;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd19THPVariable_getitemEP7_objectS2_;;
4313;python3.9;getset_get;descrobject.c:77-77,descrobject.c:179-188,descrobject.c:194-194,object.h:128-128,object.h:408-408,typeobject.c:1412-1415,typeobject.c:1425-1433,typeobject.c:4045-4045;0.13;0.03;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";getset_get;;
4298;python3.9;cfunction_vectorcall_O;pycore_pystate.h:55-55,abstract.h:62-62,methodobject.c:392-392,methodobject.c:409-412,methodobject.c:497-506,methodobject.c:513-519,object.h:422-422,object.h:430-430,pycore_ceval.h:73-73,pycore_ceval.h:83-83,pycore_ceval.h:94-94;0.13;0.03;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";cfunction_vectorcall_O;;
4268;python3.9;vgetargs1_impl;getargs.c:248-249,getargs.c:257-269,getargs.c:275-287,getargs.c:293-297,getargs.c:306-317,getargs.c:323-343,getargs.c:350-351,getargs.c:362-363,getargs.c:372-402,getargs.c:409-409,getargs.c:591-607;0.13;0.03;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";vgetargs1_impl;;
4260;python3.9;_PyObject_FastCallDictTstate;pycore_pystate.h:55-55,abstract.h:73-74,object.c:2205-2210,string3.h:52-52,pycore_pyerrors.h:14-14,object.h:422-422,call.c:38-39,call.c:57-57,call.c:97-97,call.c:111-134,call.c:359-374,call.c:380-388,call.c:396-396,call.c:1023-1027;0.13;0.03;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";_PyObject_FastCallDictTstate;;
4148;python3.9;PyObject_GC_UnTrack;gcmodule.c:2236-2244,pycore_object.h:74-79;0.13;0.03;;;;;;;"100,0,0,0,0,0,0,0,0,0,0";PyObject_GC_UnTrack;;
1703;libc10.so;c10::alloc_cpu(unsigned long);;0.13;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c109alloc_cpuEm;;
1623;libc10.so;c10::impl::tls_set_dispatch_key_excluded(c10::DispatchKey, bool);;0.13;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c104impl29tls_set_dispatch_key_excludedENS_11DispatchKeyEb;;
1199;libc10.so;c10::InferenceMode::is_enabled();;0.13;0.03;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1013InferenceMode10is_enabledEv;;
689;libc.so.6;__pthread_mutex_trylock;;0.13;0.03;;;;;;;"0,0,0,0,0,100,0,0,0,0,0";__pthread_mutex_trylock;;
272922;libtorch_cpu.so;at::native::(anonymous namespace)::softmax_lastdim_kernel_impl(at::Tensor const&, at::Tensor const&);;0.11;0.02;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6native12_GLOBAL__N_1L27softmax_lastdim_kernel_implERKNS_6TensorES4_;;
270466;libtorch_cpu.so;void c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#4}::operator()() const::{lambda()#14}::operator()() const::{lambda(float)#1}, at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#4}::operator()() const::{lambda()#4}::operator()() const::{lambda(at::vec::AVX2::Vectorized<float>)#2}> >(long, char**, long const*, long, long);;0.11;0.02;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1012function_refIFvPPcPKlllEE11callback_fnIN2at6native4AVX216VectorizedLoop2dIZZZNSA_18direct_copy_kernelERNS8_18TensorIteratorBaseEENKUlvE2_clEvENKUlvE12_clEvEUlfE_ZZZNSA_18direct_copy_kernelESD_ENKSE_clEvENKSF_clEvEUlNS8_3vec4AVX210VectorizedIfEEE0_EEEEvlS2_S4_ll;;
241136;libtorch_cpu.so;torch::autograd::Engine::compute_dependencies(torch::autograd::Node*, torch::autograd::GraphTask&, unsigned long);;0.11;0.02;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN5torch8autograd6Engine20compute_dependenciesEPNS0_4NodeERNS0_9GraphTaskEm;;
133899;libtorch_cpu.so;at::_ops::view::call(at::Tensor const&, c10::ArrayRef<c10::SymInt>);;0.11;0.02;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at4_ops4view4callERKNS_6TensorEN3c108ArrayRefINS5_6SymIntEEE;;
128290;libtorch_cpu.so;at::_ops::view_as::call(at::Tensor const&, at::Tensor const&);;0.11;0.02;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at4_ops7view_as4callERKNS_6TensorES4_;;
125419;libtorch_cpu.so;at::_ops::as_strided::call(at::Tensor const&, c10::ArrayRef<c10::SymInt>, c10::ArrayRef<c10::SymInt>, std::optional<c10::SymInt>);;0.11;0.02;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at4_ops10as_strided4callERKNS_6TensorEN3c108ArrayRefINS5_6SymIntEEES8_St8optionalIS7_E;;
117811;libtorch_cpu.so;at::native::_local_scalar_dense_cpu(at::Tensor const&)::{lambda()#1}::operator()() const [clone .isra.0];;0.11;0.02;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZZN2at6native23_local_scalar_dense_cpuERKNS_6TensorEENKUlvE_clEv.isra.0;;
115667;libtorch_cpu.so;at::native::DispatchStubImpl::try_get_call_ptr(c10::DeviceType, void*, void*, void*);;0.11;0.02;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6native16DispatchStubImpl16try_get_call_ptrEN3c1010DeviceTypeEPvS4_S4_;;
112842;libtorch_cpu.so;c10::DispatchKeyExtractor::setOperatorHasFallthroughForKey(c10::DispatchKey, bool);;0.11;0.02;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN3c1020DispatchKeyExtractor31setOperatorHasFallthroughForKeyENS_11DispatchKeyEb;;
108989;libtorch_cpu.so;at::detail::computeStride(c10::ArrayRef<long>, c10::ArrayRef<long>, c10::SmallVector<long, 5u> const&);;0.11;0.02;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at6detail13computeStrideEN3c108ArrayRefIlEES3_RKNS1_11SmallVectorIlLj5EEE;;
108908;libtorch_cpu.so;at::TensorIteratorConfig::add_borrowed_const_input(at::TensorBase const&);;0.11;0.02;;;;;;;"0,0,0,0,0,0,0,0,0,100,0";_ZN2at20TensorIteratorConfig24add_borrowed_const_inputERKNS_10TensorBaseE;;
